country,date,GDP_current_USD,GDP_growth_annual_percent,Inflation_consumer_prices_percent,Exports_percent_GDP,Imports_percent_GDP,FDI_net_inflows_USD,Exchange_rate_LCU_per_USD
China,1993,446557291212.148,13.9290780143689,14.6100786356602,16.6339975209836,19.274644137231,27515000000.0,5.76195833333334
China,1992,428502354788.069,14.2996108947926,6.35398134024869,15.6002410213269,14.4338530320539,11156000000.0,5.51459166666667
China,1991,384510452961.672,9.36170212784847,3.55668565220452,14.4450323111337,11.4279491835766,4366000000.0,5.32339166666667
China,1990,361560229445.507,3.9416305983694,3.05229012075233,13.5882641172526,10.6377183627152,3487000000.0,4.78320833333333
China,1989,348380566801.619,4.20633435547828,18.2456383621648,11.8235049297269,13.2380499616851,3393000000.0,3.76510833333333
China,1988,312888888888.889,11.2225949825209,18.8118179448753,14.3577170443892,15.6556218739347,3194000000.0,3.7221
China,1987,273455156950.673,11.6282225655699,7.23383553065609,12.4601248299538,12.3537088445159,2314000000.0,3.7221
China,1986,301310144927.536,8.93506493506504,,8.69621588638232,11.1488382505503,1875000000.0,3.45279166658333
China,1985,310064625850.34,13.435474366529,,8.32129856902917,12.3530387153669,1659000000.0,2.93665833325
China,1984,260442857142.857,15.2325609955089,,9.50853686392573,9.48780294916516,1258000000.0,2.32004166625
China,1983,231130268199.234,10.7273706842105,,9.49953661216008,8.38717689396696,636000000.0,1.97567499916667
China,1982,205480916030.534,9.05928417062999,,10.9986490384497,8.65682572319597,430000000.0,1.89254166583333
China,1981,196218253968.254,5.11276109058952,,12.4198281796671,11.3239974113697,265000000.0,1.70454166583333
China,1980,191487500000.0,7.83414501593799,,10.1341967491351,11.406859455578,57000000.0,1.49838605814132
China,1979,178573913043.478,7.59132468000007,,7.8189696143358,8.69963744156603,80000.0,1.55493895401486
China,1978,149788617886.179,11.3259779878892,,7.2109217325228,8.18600249674338,,1.68358941885647
China,1977,175226595859.778,7.57000000138403,,4.72021382337347,4.59998549903361,,1.85782338223958
China,1976,154196810058.643,-1.57000000165326,,4.8253916518573,4.76651170488208,,1.94141535102099
China,1975,163687619735.857,8.71999999747992,,4.87182232405151,5.10426507116579,,1.85982338938658
China,1974,144418433058.472,2.31000000294736,,4.99456118394499,5.34294538210084,,1.96110708887637
China,1973,138764340892.0,7.76000000084325,,4.29453198256321,3.78900729553575,,1.98941552463247
China,1972,113871930713.841,3.81000000021984,,3.10630545897125,2.56116672626638,,2.24506644860066
China,1971,99959013879.6308,7.05999999853672,,2.71152734986346,2.23404264740857,,2.46180889882528
China,1970,92752930873.1912,19.2999999967022,,2.45191173862661,2.37357459141631,,2.46180889882528
China,1969,79847786729.1898,16.9399999960609,,2.77326409498398,2.1681126940581,,2.46180889882528
China,1968,70980323818.7853,-4.09999998647768,,2.97927634903285,2.59962183986494,,2.46180889882528
China,1967,73011350596.2485,-5.77000000405148,,2.95280114994993,2.62953634513186,,2.46180889882528
China,1966,76854053259.209,10.6499999984174,,3.08454778826638,2.8434414417019,,2.46180889882528
China,1965,70565994356.1828,16.9500000038699,,3.18368644911352,2.71578402243841,,2.46180889882528
China,1964,59821862703.4023,18.1799999938203,,3.24105588221634,2.47585068914239,,2.46180889882528
China,1963,50812227918.5753,10.2999999963989,,3.279427154169,2.38263514432009,,2.46180889882528
China,1962,47310737754.2287,-5.57999999019671,,3.18187809249592,2.38364492614407,,2.46180889882528
China,1961,50162299349.7871,-27.2700000038883,,3.00147724389829,2.80706829282533,,2.46180889882528
China,1960,59846235024.7318,,,3.14649701726736,3.15907926241091,,2.46180889882528
Russian Federation,2024,2173835806671.66,4.34437475491529,8.43486410496723,21.91660028345,17.5915644825897,-9537180000.0,92.5524
Russian Federation,2023,2071505725030.58,4.08252481259281,5.86571931748967,22.4927119538767,18.3416144566506,-10045120000.0,85.1620083333333
Russian Federation,2022,2291612121334.64,-1.43588213859842,13.7436797398232,27.7203033526803,15.0624830768008,-39800944226.9805,68.4849416666667
Russian Federation,2021,1829186719575.1,5.86649177292595,6.69445891957612,30.0024195364041,20.5837759257711,40450000000.0,73.65435
Russian Federation,2020,1493075894362.14,-2.65365450102773,3.38219796948068,25.5221855113549,20.4447226915578,9478810000.0,72.1049083333333
Russian Federation,2019,1693115002708.32,2.19807571335009,4.47202631837903,28.4334306799759,20.7953229819275,31974770000.0,64.7376583333333
Russian Federation,2018,1657328773461.31,2.80724541059601,2.87831382614981,30.7932568020743,20.7876435683221,8784850000.0,62.6681333333334
Russian Federation,2017,1574199360089.0,1.82579006401834,3.68333072334495,26.0908809797568,20.7856433573743,28557440000.0,58.3428011851719
Russian Federation,2016,1276786350881.14,0.193690071260534,7.04243725413707,25.8544829769167,20.6636368626929,32538900000.0,67.0559333333333
Russian Federation,2015,1363482182197.71,-1.97271922580408,15.5343959935701,28.703389442924,20.6559598687647,6852970000.0,60.9376501088951
Russian Federation,2014,2059241589895.01,0.736267221765672,7.82016970013845,27.1110970517525,20.6902442110591,22031340000.0,38.3782071444168
Russian Federation,2013,2292470078346.22,1.75542214874298,6.75466833903486,25.845336826255,20.441812574244,69218890000.0,31.8371436402813
Russian Federation,2012,2208293553878.42,4.02408615746921,5.07474300799149,26.9073203393663,20.2440700464294,50587560000.0,30.8398313519917
Russian Federation,2011,2045922753398.04,4.30002918567749,8.4404648593257,28.0553614798549,19.9800379279369,55083630000.0,29.3823413709302
Russian Federation,2010,1524916715223.95,4.49999999920672,6.84939230255025,29.2155607849758,21.1399447022831,43167780000.0,30.3679153383059
Russian Federation,2009,1222645900055.7,-7.79999391271275,11.6473295764118,27.9381012041521,20.496959823666,36583100000.0,31.7403583333333
Russian Federation,2008,1660848058303.11,5.19996926404957,14.1107677840442,31.3095603335689,22.072905707322,74782910000.0,24.852875
Russian Federation,2007,1299703478481.65,8.49997776916511,9.00729868861079,30.164060484537,21.5420622609236,55873680000.0,25.5808453675404
Russian Federation,2006,989932071352.543,8.20006825456321,9.66865454789265,33.7304754439762,21.0029264232898,37594770000.0,27.1909583333333
Russian Federation,2005,764015973481.11,6.39996544799469,12.6853039507349,35.2030659651181,21.5101825254241,15508050000.0,28.2844416666667
Russian Federation,2004,591016690732.385,7.19994786954857,10.8886157326216,34.4178910554597,22.1639613429458,15402990000.0,28.8137416666667
Russian Federation,2003,430347420184.885,7.29995234528189,13.6632930228666,35.2499817757806,23.8782872318208,7928630000.0,30.692025
Russian Federation,2002,345470494417.863,4.69999190914258,15.7887307914463,35.2125940630626,24.432851668898,3473830000.0,31.3484833333333
Russian Federation,2001,306602070620.5,5.10005122572568,21.4770072117159,36.8934935960337,24.2173650683869,2847300000.0,29.168525
Russian Federation,2000,259710142196.943,10.0000668136515,20.7987606558704,44.0604413055146,24.0334657318409,2678030000.0,28.1291666666667
Russian Federation,1999,195907128350.934,6.39991469144101,85.7464940960636,43.2199685128244,26.1733129859875,3256530000.0,24.6199
Russian Federation,1998,270955486862.442,-5.2999616266239,27.6856798076742,31.22120547318,24.5510478117966,2761360000.0,9.70508333333333
Russian Federation,1997,404928954191.876,1.3999158052963,14.761329268806,24.7298415292289,22.527079880846,4864650000.0,5.78483333333334
Russian Federation,1996,391724890744.498,-3.7550694383594,47.7520122009939,26.0729881302908,21.8495126891282,2579330000.0,5.12083333333333
Russian Federation,1995,395537185734.854,-4.1435284052602,197.414268084251,29.2890113495619,25.8938941161638,2065720000.0,
Russian Federation,1994,395077301248.464,-12.5697559802151,307.722635553193,27.7583790421613,23.1953336062219,689570000.0,
Russian Federation,1993,435083713850.837,-8.66854034260423,874.245720380188,38.2045944842866,30.4938487551746,1210782000.0,0.991666666666667
Russian Federation,1992,460290556900.726,-14.5310737729264,,62.3224618621778,48.2546028406102,1161000000.0,
Russian Federation,1991,517962962962.963,-5.04693945142463,,13.2713621737576,12.9853414372542,0.0,
Russian Federation,1990,517014446227.929,-2.99999564243126,,18.1620614715927,17.9447376591121,0.0,
Russian Federation,1989,506631299734.748,,,21.9022687609075,21.0122164048866,,
Russian Federation,1988,554828660436.137,,,,,,
Russian Federation,1987,,,,,,,
Russian Federation,1986,,,,,,,
Russian Federation,1985,,,,,,,
Russian Federation,1984,,,,,,,
Russian Federation,1983,,,,,,,
Russian Federation,1982,,,,,,,
Russian Federation,1981,,,,,,,
Russian Federation,1980,,,,,,,
Russian Federation,1979,,,,,,,
Russian Federation,1978,,,,,,,
Russian Federation,1977,,,,,,,
Russian Federation,1976,,,,,,,
Russian Federation,1975,,,,,,,
Russian Federation,1974,,,,,,,
Russian Federation,1973,,,,,,,
Russian Federation,1972,,,,,,,
Russian Federation,1971,,,,,,,
Russian Federation,1970,,,,,,,
Russian Federation,1969,,,,,,,
Russian Federation,1968,,,,,,,
Russian Federation,1967,,,,,,,
Russian Federation,1966,,,,,,,
Russian Federation,1965,,,,,,,
Russian Federation,1964,,,,,,,
Russian Federation,1963,,,,,,,
Russian Federation,1962,,,,,,,
Russian Federation,1961,,,,,,,
Russian Federation,1960,,,,,,,
